"file","date","composition_name","temp_series","replicate","sample_ID","magnification","predict_spec","mean.dens.ml","biomass","day"
"20260213_090",2026-02-13,"CDPT","TS4",2,"CDPT_TS4_2",2.5,"D",1378.07384,3.03314215345941e-05,2
"20260213_090",2026-02-13,"CDPT","TS4",2,"CDPT_TS4_2",2.5,"P",914.27336,0.00016571379864997,2
"20260213_090",2026-02-13,"CDPT","TS4",2,"CDPT_TS4_2",2.5,"T",366.40648,4.66009728392771e-06,2
"20260213_091",2026-02-13,"CLT","TS4",1,"CLT_TS4_1",2.5,"C",521.62176,6.13656762561407e-05,2
"20260213_091",2026-02-13,"CLT","TS4",1,"CLT_TS4_1",2.5,"L",1787.53872,4.77802910672495e-05,2
"20260213_091",2026-02-13,"CLT","TS4",1,"CLT_TS4_1",2.5,"T",519.7764,1.38214023528635e-05,2
"20260213_092",2026-02-13,"LP","TS4",3,"LP_TS4_3",2.5,"L",4176.86984,7.30244916391506e-05,2
"20260213_092",2026-02-13,"LP","TS4",3,"LP_TS4_3",2.5,"P",886.59296,0.00014749922304836,2
"20260213_093",2026-02-13,"CLT","TS4",3,"CLT_TS4_3",2.5,"C",536.38464,5.39503573939032e-05,2
"20260213_093",2026-02-13,"CLT","TS4",3,"CLT_TS4_3",2.5,"L",2479.54872,6.05077245010932e-05,2
"20260213_093",2026-02-13,"CLT","TS4",3,"CLT_TS4_3",2.5,"T",1004.90104,2.23793164370394e-05,2
"20260213_094",2026-02-13,"CDLP","TS4",2,"CDLP_TS4_2",2.5,"C",167.51768,1.40411578694394e-05,2
"20260213_094",2026-02-13,"CDLP","TS4",2,"CDLP_TS4_2",2.5,"D",1553.58808,3.28186963974841e-05,2
"20260213_094",2026-02-13,"CDLP","TS4",2,"CDLP_TS4_2",2.5,"L",782.63768,1.14410587821715e-05,2
"20260213_094",2026-02-13,"CDLP","TS4",2,"CDLP_TS4_2",2.5,"P",381.78448,7.14663373703685e-05,2
"20260213_095",2026-02-13,"LP","TS4",2,"LP_TS4_2",2.5,"L",3876.89632,7.16317234044991e-05,2
"20260213_095",2026-02-13,"LP","TS4",2,"LP_TS4_2",2.5,"P",855.63192,0.00013053844506519,2
"20260213_096",2026-02-13,"CDLT","TS4",3,"CDLT_TS4_3",2.5,"C",254.04456,2.28762514754506e-05,2
"20260213_096",2026-02-13,"CDLT","TS4",3,"CDLT_TS4_3",2.5,"D",1293.18728,3.92354073576068e-05,2
"20260213_096",2026-02-13,"CDLT","TS4",3,"CDLT_TS4_3",2.5,"L",679.09248,1.29434511705737e-05,2
"20260213_096",2026-02-13,"CDLT","TS4",3,"CDLT_TS4_3",2.5,"T",520.18648,1.3678132807131e-05,2
"20260213_097",2026-02-13,"LP","TS4",1,"LP_TS4_1",2.5,"L",3735.21368,6.50761582293033e-05,2
"20260213_097",2026-02-13,"LP","TS4",1,"LP_TS4_1",2.5,"P",1211.7864,0.0002097621419569,2
"20260213_098",2026-02-13,"CDLT","TS4",1,"CDLT_TS4_1",2.5,"C",507.88408,6.24693496083339e-05,2
"20260213_098",2026-02-13,"CDLT","TS4",1,"CDLT_TS4_1",2.5,"D",2482.21424,7.61888918745215e-05,2
"20260213_098",2026-02-13,"CDLT","TS4",1,"CDLT_TS4_1",2.5,"L",1020.89416,2.50986736062441e-05,2
"20260213_098",2026-02-13,"CDLT","TS4",1,"CDLT_TS4_1",2.5,"T",471.18192,1.08292699262327e-05,2
"20260213_099",2026-02-13,"CDLP","TS4",1,"CDLP_TS4_1",2.5,"C",171.41344,1.52931516099348e-05,2
"20260213_099",2026-02-13,"CDLP","TS4",1,"CDLP_TS4_1",2.5,"D",1985.40232,4.64928709871149e-05,2
"20260213_099",2026-02-13,"CDLP","TS4",1,"CDLP_TS4_1",2.5,"L",1433.43464,2.33422353116293e-05,2
"20260213_099",2026-02-13,"CDLP","TS4",1,"CDLP_TS4_1",2.5,"P",586.00432,9.07125181509057e-05,2
"20260213_100",2026-02-13,"DPT","TS4",1,"DPT_TS4_1",2.5,"D",2335.20056,4.37465687788624e-05,2
"20260213_100",2026-02-13,"DPT","TS4",1,"DPT_TS4_1",2.5,"P",762.54376,0.00011132963303976,2
"20260213_100",2026-02-13,"DPT","TS4",1,"DPT_TS4_1",2.5,"T",627.4224,8.00112700880079e-06,2
"20260213_101",2026-02-13,"LT","TS4",1,"LT_TS4_1",2.5,"L",3185.2964,7.49274250810168e-05,2
"20260213_101",2026-02-13,"LT","TS4",1,"LT_TS4_1",2.5,"T",1738.7392,4.1327364714293e-05,2
"20260213_102",2026-02-13,"CDPT","TS4",3,"CDPT_TS4_3",2.5,"C",107.646,1.14319361365333e-05,2
"20260213_102",2026-02-13,"CDPT","TS4",3,"CDPT_TS4_3",2.5,"D",873.67544,1.7922940106125e-05,2
"20260213_102",2026-02-13,"CDPT","TS4",3,"CDPT_TS4_3",2.5,"P",453.1384,9.3782319266965e-05,2
"20260213_102",2026-02-13,"CDPT","TS4",3,"CDPT_TS4_3",2.5,"T",218.98272,3.91146533671108e-06,2
"20260213_103",2026-02-13,"LPT","TS4",1,"LPT_TS4_1",2.5,"L",2716.36992,4.55167785900101e-05,2
"20260213_103",2026-02-13,"LPT","TS4",1,"LPT_TS4_1",2.5,"P",779.152,0.00016162161889752,2
"20260213_103",2026-02-13,"LPT","TS4",1,"LPT_TS4_1",2.5,"T",878.5964,1.17198502792094e-05,2
"20260213_104",2026-02-13,"LT","TS4",3,"LT_TS4_3",2.5,"L",3115.99288,6.28446936321942e-05,2
"20260213_104",2026-02-13,"LT","TS4",3,"LT_TS4_3",2.5,"T",971.68456,1.50965704220454e-05,2
"20260213_105",2026-02-13,"LT","TS4",2,"LT_TS4_2",2.5,"L",3448.56776,8.5395557022977e-05,2
"20260213_105",2026-02-13,"LT","TS4",2,"LT_TS4_2",2.5,"T",1638.47464,3.50753067050844e-05,2
"20260213_106",2026-02-13,"CLT","TS4",2,"CLT_TS4_2",2.5,"C",397.7776,4.58488473605381e-05,2
"20260213_106",2026-02-13,"CLT","TS4",2,"CLT_TS4_2",2.5,"L",1477.92832,3.47955813231726e-05,2
"20260213_106",2026-02-13,"CLT","TS4",2,"CLT_TS4_2",2.5,"T",763.15888,1.46177644332582e-05,2
"20260213_107",2026-02-13,"LPT","TS4",2,"LPT_TS4_2",2.5,"L",2653.2176,4.58651535326882e-05,2
"20260213_107",2026-02-13,"LPT","TS4",2,"LPT_TS4_2",2.5,"P",667.61024,0.00011437656727895,2
"20260213_107",2026-02-13,"LPT","TS4",2,"LPT_TS4_2",2.5,"T",740.1944,1.31824349455892e-05,2
"20260213_108",2026-02-13,"LPT","TS4",3,"LPT_TS4_3",2.5,"L",3255.62512,5.6075549051968e-05,2
"20260213_108",2026-02-13,"LPT","TS4",3,"LPT_TS4_3",2.5,"P",831.84728,0.00012835966507964,2
"20260213_108",2026-02-13,"LPT","TS4",3,"LPT_TS4_3",2.5,"T",835.94808,1.32375901428502e-05,2
"20260216_001",2026-02-16,"DLPT","TS1",3,"DLPT_TS1_3",2.5,"D",1140.22744,1.57689089101094e-05,5
"20260216_001",2026-02-16,"DLPT","TS1",3,"DLPT_TS1_3",2.5,"L",351.43856,3.34983545199609e-06,5
"20260216_001",2026-02-16,"DLPT","TS1",3,"DLPT_TS1_3",2.5,"P",772.38568,0.00012193010241813,5
"20260216_001",2026-02-16,"DLPT","TS1",3,"DLPT_TS1_3",2.5,"T",565.70536,7.00657525293836e-06,5
"20260216_002",2026-02-16,"LPT","TS1",1,"LPT_TS1_1",2.5,"L",1397.75768,1.81808435897064e-05,5
"20260216_002",2026-02-16,"LPT","TS1",1,"LPT_TS1_1",2.5,"P",838.20352,0.00012636490480678,5
"20260216_002",2026-02-16,"LPT","TS1",1,"LPT_TS1_1",2.5,"T",624.3468,6.99026402049857e-06,5
"20260216_003",2026-02-16,"DLPT","TS1",2,"DLPT_TS1_2",2.5,"D",1346.29264,1.93488936592083e-05,5
"20260216_003",2026-02-16,"DLPT","TS1",2,"DLPT_TS1_2",2.5,"L",731.9928,7.36228832208407e-06,5
"20260216_003",2026-02-16,"DLPT","TS1",2,"DLPT_TS1_2",2.5,"P",953.02592,0.00014675533501453,5
"20260216_003",2026-02-16,"DLPT","TS1",2,"DLPT_TS1_2",2.5,"T",710.4636,8.55693723461376e-06,5
"20260216_004",2026-02-16,"CD","TS1",3,"CD_TS1_3",2.5,"C",177.97472,1.58938265377648e-05,5
"20260216_004",2026-02-16,"CD","TS1",3,"CD_TS1_3",2.5,"D",1676.81712,3.04674713551346e-05,5
"20260216_005",2026-02-16,"CLT","TS1",1,"CLT_TS1_1",2.5,"C",220.21296,1.79801945312006e-05,5
"20260216_005",2026-02-16,"CLT","TS1",1,"CLT_TS1_1",2.5,"L",1722.13096,2.87168592313359e-05,5
"20260216_005",2026-02-16,"CLT","TS1",1,"CLT_TS1_1",2.5,"T",497.83712,6.64811234019154e-06,5
"20260216_006",2026-02-16,"DPT","TS1",3,"DPT_TS1_3",2.5,"D",1192.3076,1.81782603861154e-05,5
"20260216_006",2026-02-16,"DPT","TS1",3,"DPT_TS1_3",2.5,"P",1177.9548,0.00016244146979491,5
"20260216_006",2026-02-16,"DPT","TS1",3,"DPT_TS1_3",2.5,"T",816.46928,1.08534727018118e-05,5
"20260216_007",2026-02-16,"CLT","TS1",2,"CLT_TS1_2",2.5,"C",131.43064,7.87319460442046e-06,5
"20260216_007",2026-02-16,"CLT","TS1",2,"CLT_TS1_2",2.5,"L",1674.56168,2.44359491047975e-05,5
"20260216_007",2026-02-16,"CLT","TS1",2,"CLT_TS1_2",2.5,"T",654.48768,1.00581643522139e-05,5
"20260216_008",2026-02-16,"CDLP","TS1",2,"CDLP_TS1_2",2.5,"C",273.31832,1.53145349717542e-05,5
"20260216_008",2026-02-16,"CDLP","TS1",2,"CDLP_TS1_2",2.5,"D",1664.71976,2.69477950028436e-05,5
"20260216_008",2026-02-16,"CDLP","TS1",2,"CDLP_TS1_2",2.5,"L",619.01576,6.55472071772109e-06,5
"20260216_008",2026-02-16,"CDLP","TS1",2,"CDLP_TS1_2",2.5,"P",698.1612,0.00012143865662846,5
"20260216_009",2026-02-16,"PT","TS1",1,"PT_TS1_1",2.5,"P",1524.67744,0.00023285528684079,5
"20260216_009",2026-02-16,"PT","TS1",1,"PT_TS1_1",2.5,"T",1014.74296,9.49918037206e-06,5
"20260216_010",2026-02-16,"LPT","TS1",2,"LPT_TS1_2",2.5,"L",1766.62464,1.97252314552654e-05,5
"20260216_010",2026-02-16,"LPT","TS1",2,"LPT_TS1_2",2.5,"P",1079.94568,0.00016669351136174,5
"20260216_010",2026-02-16,"LPT","TS1",2,"LPT_TS1_2",2.5,"T",1206.04528,1.44746570082609e-05,5
"20260216_011",2026-02-16,"CDLT","TS1",3,"CDLT_TS1_3",2.5,"C",324.37328,4.01547936082735e-05,5
"20260216_011",2026-02-16,"CDLT","TS1",3,"CDLT_TS1_3",2.5,"D",1052.06024,1.91338632961269e-05,5
"20260216_011",2026-02-16,"CDLT","TS1",3,"CDLT_TS1_3",2.5,"L",738.34904,9.48446186099483e-06,5
"20260216_011",2026-02-16,"CDLT","TS1",3,"CDLT_TS1_3",2.5,"T",529.82336,6.57863764191039e-06,5
"20260216_012",2026-02-16,"DLPT","TS1",1,"DLPT_TS1_1",2.5,"D",1631.0932,2.68134019367866e-05,5
"20260216_012",2026-02-16,"DLPT","TS1",1,"DLPT_TS1_1",2.5,"L",601.17728,6.39517380356602e-06,5
"20260216_012",2026-02-16,"DLPT","TS1",1,"DLPT_TS1_1",2.5,"P",1239.67184,0.00021090717807619,5
"20260216_012",2026-02-16,"DLPT","TS1",1,"DLPT_TS1_1",2.5,"T",1024.78992,1.64786316535465e-05,5
"20260216_013",2026-02-16,"LT","TS1",3,"LT_TS1_3",2.5,"L",3502.49328,4.58088662396902e-05,5
"20260216_013",2026-02-16,"LT","TS1",3,"LT_TS1_3",2.5,"T",1405.95928,1.99954391761285e-05,5
"20260216_014",2026-02-16,"CDLT","TS1",2,"CDLT_TS1_2",2.5,"C",210.37104,2.44127794489075e-05,5
"20260216_014",2026-02-16,"CDLT","TS1",2,"CDLT_TS1_2",2.5,"D",1606.89848,3.2263715523096e-05,5
"20260216_014",2026-02-16,"CDLT","TS1",2,"CDLT_TS1_2",2.5,"L",1013.51272,1.67025424086072e-05,5
"20260216_014",2026-02-16,"CDLT","TS1",2,"CDLT_TS1_2",2.5,"T",480.61376,5.01042096151844e-06,5
"20260216_015",2026-02-16,"LT","TS1",2,"LT_TS1_2",2.5,"L",3046.8944,4.42129228864865e-05,5
"20260216_015",2026-02-16,"LT","TS1",2,"LT_TS1_2",2.5,"T",1212.60656,1.30903544392332e-05,5
"20260216_016",2026-02-16,"CDLT","TS1",1,"CDLT_TS1_1",2.5,"C",163.82696,1.33731104009494e-05,5
"20260216_016",2026-02-16,"CDLT","TS1",1,"CDLT_TS1_1",2.5,"D",1662.25928,2.91813234818566e-05,5
"20260216_016",2026-02-16,"CDLT","TS1",1,"CDLT_TS1_1",2.5,"L",1005.31112,1.13743129375248e-05,5
"20260216_016",2026-02-16,"CDLT","TS1",1,"CDLT_TS1_1",2.5,"T",672.5312,1.16812015557119e-05,5
"20260216_017",2026-02-16,"DPT","TS1",1,"DPT_TS1_1",2.5,"D",1327.42896,1.76431022472585e-05,5
"20260216_017",2026-02-16,"DPT","TS1",1,"DPT_TS1_1",2.5,"P",1117.468,0.00017354224243638,5
"20260216_017",2026-02-16,"DPT","TS1",1,"DPT_TS1_1",2.5,"T",741.2196,7.27620283228641e-06,5
"20260216_018",2026-02-16,"DPT","TS1",2,"DPT_TS1_2",2.5,"D",1398.78288,1.87707487656091e-05,5
"20260216_018",2026-02-16,"DPT","TS1",2,"DPT_TS1_2",2.5,"P",1159.29616,0.00018666154376506,5
"20260216_018",2026-02-16,"DPT","TS1",2,"DPT_TS1_2",2.5,"T",1130.7956,1.4608598835959e-05,5
"20260216_019",2026-02-16,"PT","TS1",3,"PT_TS1_3",2.5,"P",1217.32248,0.00016125155491796,5
"20260216_019",2026-02-16,"PT","TS1",3,"PT_TS1_3",2.5,"T",739.57928,7.23433723471078e-06,5
"20260216_020",2026-02-16,"CDLP","TS1",1,"CDLP_TS1_1",2.5,"C",171.00336,1.12027023483469e-05,5
"20260216_020",2026-02-16,"CDLP","TS1",1,"CDLP_TS1_1",2.5,"D",1275.55384,1.88218927915413e-05,5
"20260216_020",2026-02-16,"CDLP","TS1",1,"CDLP_TS1_1",2.5,"L",717.64,7.14425713713503e-06,5
"20260216_020",2026-02-16,"CDLP","TS1",1,"CDLP_TS1_1",2.5,"P",903.40624,0.0001502537650554,5
"20260216_021",2026-02-16,"CDLP","TS1",3,"CDLP_TS1_3",2.5,"C",147.21872,1.15384540007516e-05,5
"20260216_021",2026-02-16,"CDLP","TS1",3,"CDLP_TS1_3",2.5,"D",1625.76216,2.51508523746961e-05,5
"20260216_021",2026-02-16,"CDLP","TS1",3,"CDLP_TS1_3",2.5,"L",818.51968,8.61817559755058e-06,5
"20260216_021",2026-02-16,"CDLP","TS1",3,"CDLP_TS1_3",2.5,"P",834.30776,0.00012681371400208,5
"20260216_022",2026-02-16,"CD","TS1",1,"CD_TS1_1",2.5,"C",387.73064,4.21747961059342e-05,5
"20260216_022",2026-02-16,"CD","TS1",1,"CD_TS1_1",2.5,"D",2412.50064,4.23567391040679e-05,5
"20260216_023",2026-02-16,"LPT","TS1",3,"LPT_TS1_3",2.5,"L",1498.63736,1.41095557539966e-05,5
"20260216_023",2026-02-16,"LPT","TS1",3,"LPT_TS1_3",2.5,"P",921.44976,0.00014503459760204,5
"20260216_023",2026-02-16,"LPT","TS1",3,"LPT_TS1_3",2.5,"T",786.73848,7.99736533096257e-06,5
"20260216_024",2026-02-16,"LT","TS1",1,"LT_TS1_1",2.5,"L",2592.7308,3.34835093504765e-05,5
"20260216_024",2026-02-16,"LT","TS1",1,"LT_TS1_1",2.5,"T",1826.29128,2.40408872261155e-05,5
"20260216_025",2026-02-16,"CLT","TS1",3,"CLT_TS1_3",2.5,"C",241.53712,2.28621203077044e-05,5
"20260216_025",2026-02-16,"CLT","TS1",3,"CLT_TS1_3",2.5,"L",2018.6188,3.41581164420775e-05,5
"20260216_025",2026-02-16,"CLT","TS1",3,"CLT_TS1_3",2.5,"T",838.81864,1.0915433265038e-05,5
"20260216_026",2026-02-16,"CD","TS1",2,"CD_TS1_2",2.5,"C",281.72496,2.96055540048992e-05,5
"20260216_026",2026-02-16,"CD","TS1",2,"CD_TS1_2",2.5,"D",2069.8788,4.13177570340634e-05,5
"20260216_027",2026-02-16,"PT","TS1",2,"PT_TS1_2",2.5,"P",1083.6364,0.00016960945848946,5
"20260216_027",2026-02-16,"PT","TS1",2,"PT_TS1_2",2.5,"T",698.77632,8.69718411462442e-06,5
"20260216_028",2026-02-16,"CLT","TS2",1,"CLT_TS2_1",2.5,"C",126.71472,1.25641620998144e-05,5
"20260216_028",2026-02-16,"CLT","TS2",1,"CLT_TS2_1",2.5,"L",2279.22464,3.3528071441897e-05,5
"20260216_028",2026-02-16,"CLT","TS2",1,"CLT_TS2_1",2.5,"T",643.41552,9.38291689438125e-06,5
"20260216_029",2026-02-16,"CP","TS2",1,"CP_TS2_1",2.5,"C",372.35264,2.73937541783212e-05,5
"20260216_029",2026-02-16,"CP","TS2",1,"CP_TS2_1",2.5,"P",624.55184,0.00010211242633851,5
"20260216_030",2026-02-16,"CDPT","TS2",1,"CDPT_TS2_1",2.5,"C",144.96328,1.1839799017097e-05,5
"20260216_030",2026-02-16,"CDPT","TS2",1,"CDPT_TS2_1",2.5,"D",1079.94568,1.77862078021607e-05,5
"20260216_030",2026-02-16,"CDPT","TS2",1,"CDPT_TS2_1",2.5,"P",483.48432,7.90478017923401e-05,5
"20260216_030",2026-02-16,"CDPT","TS2",1,"CDPT_TS2_1",2.5,"T",767.66976,9.84300184927412e-06,5
"20260216_031",2026-02-16,"CDPT","TS2",3,"CDPT_TS2_3",2.5,"C",71.764,3.93194866171698e-06,5
"20260216_031",2026-02-16,"CDPT","TS2",3,"CDPT_TS2_3",2.5,"D",562.62976,9.24733925074002e-06,5
"20260216_031",2026-02-16,"CDPT","TS2",3,"CDPT_TS2_3",2.5,"P",645.46592,9.1838610871226e-05,5
"20260216_031",2026-02-16,"CDPT","TS2",3,"CDPT_TS2_3",2.5,"T",646.08104,1.03436492502099e-05,5
"20260216_032",2026-02-16,"LT","TS2",3,"LT_TS2_3",2.5,"L",3070.67904,4.12034631614312e-05,5
"20260216_032",2026-02-16,"LT","TS2",3,"LT_TS2_3",2.5,"T",1129.56536,1.30982476682532e-05,5
"20260216_033",2026-02-16,"PT","TS2",3,"PT_TS2_3",2.5,"P",1034.63184,0.0001352926697893,5
"20260216_033",2026-02-16,"PT","TS2",3,"PT_TS2_3",2.5,"T",992.3936,1.10538944119786e-05,5
"20260216_034",2026-02-16,"DPT","TS2",3,"DPT_TS2_3",2.5,"D",1182.67072,1.72147780866275e-05,5
"20260216_034",2026-02-16,"DPT","TS2",3,"DPT_TS2_3",2.5,"P",851.32608,0.00013226957901614,5
"20260216_034",2026-02-16,"DPT","TS2",3,"DPT_TS2_3",2.5,"T",641.16008,7.91792563068294e-06,5
"20260216_035",2026-02-16,"PT","TS2",1,"PT_TS2_1",2.5,"P",988.90792,0.00013723646191114,5
"20260216_035",2026-02-16,"PT","TS2",1,"PT_TS2_1",2.5,"T",1061.082,1.20969198209668e-05,5
"20260216_036",2026-02-16,"CDLT","TS2",3,"CDLT_TS2_3",2.5,"C",114.8224,1.35280075393915e-05,5
"20260216_036",2026-02-16,"CDLT","TS2",3,"CDLT_TS2_3",2.5,"D",2254.4148,4.0620168324209e-05,5
"20260216_036",2026-02-16,"CDLT","TS2",3,"CDLT_TS2_3",2.5,"L",722.97104,7.39460399839599e-06,5
"20260216_036",2026-02-16,"CDLT","TS2",3,"CDLT_TS2_3",2.5,"T",372.55768,6.63907699457079e-06,5
"20260216_037",2026-02-16,"CDLP","TS2",2,"CDLP_TS2_2",2.5,"C",62.5372,4.42526446504576e-06,5
"20260216_037",2026-02-16,"CDLP","TS2",2,"CDLP_TS2_2",2.5,"D",1030.53104,1.75004771131498e-05,5
"20260216_037",2026-02-16,"CDLP","TS2",2,"CDLP_TS2_2",2.5,"L",1352.85392,1.74028878266101e-05,5
"20260216_037",2026-02-16,"CDLP","TS2",2,"CDLP_TS2_2",2.5,"P",448.62752,6.52984536581049e-05,5
"20260216_038",2026-02-16,"CDLT","TS2",2,"CDLT_TS2_2",2.5,"C",151.31952,1.44884157800848e-05,5
"20260216_038",2026-02-16,"CDLT","TS2",2,"CDLT_TS2_2",2.5,"D",1392.2216,2.65154615648977e-05,5
"20260216_038",2026-02-16,"CDLT","TS2",2,"CDLT_TS2_2",2.5,"L",805.19208,1.02818405684103e-05,5
"20260216_038",2026-02-16,"CDLT","TS2",2,"CDLT_TS2_2",2.5,"T",485.9448,8.33604432314241e-06,5
"20260216_039",2026-02-16,"CDPT","TS2",2,"CDPT_TS2_2",2.5,"C",124.66432,6.98955358799213e-06,5
"20260216_039",2026-02-16,"CDPT","TS2",2,"CDPT_TS2_2",2.5,"D",759.6732,1.19052620648906e-05,5
"20260216_039",2026-02-16,"CDPT","TS2",2,"CDPT_TS2_2",2.5,"P",704.51744,0.00011064896504952,5
"20260216_039",2026-02-16,"CDPT","TS2",2,"CDPT_TS2_2",2.5,"T",440.01584,7.22955216167419e-06,5
"20260216_040",2026-02-16,"CLT","TS2",3,"CLT_TS2_3",2.5,"C",220.82808,2.24769739664548e-05,5
"20260216_040",2026-02-16,"CLT","TS2",3,"CLT_TS2_3",2.5,"L",2274.30368,3.51483233123576e-05,5
"20260216_040",2026-02-16,"CLT","TS2",3,"CLT_TS2_3",2.5,"T",915.91368,1.19923746863462e-05,5
"20260216_041",2026-02-16,"PT","TS2",2,"PT_TS2_2",2.5,"P",763.774,9.36535411511292e-05,5
"20260216_041",2026-02-16,"PT","TS2",2,"PT_TS2_2",2.5,"T",1307.95016,1.32782517339718e-05,5
"20260216_042",2026-02-16,"DLP","TS2",3,"DLP_TS2_3",2.5,"D",2291.52704,3.34366728492786e-05,5
"20260216_042",2026-02-16,"DLP","TS2",3,"DLP_TS2_3",2.5,"L",857.68232,7.74000706117326e-06,5
"20260216_042",2026-02-16,"DLP","TS2",3,"DLP_TS2_3",2.5,"P",416.2312,7.61269832462334e-05,5
"20260216_043",2026-02-16,"CDLP","TS2",1,"CDLP_TS2_1",2.5,"C",476.30792,3.14795941169827e-05,5
"20260216_043",2026-02-16,"CDLP","TS2",1,"CDLP_TS2_1",2.5,"D",1567.32576,2.68513403729903e-05,5
"20260216_043",2026-02-16,"CDLP","TS2",1,"CDLP_TS2_1",2.5,"L",1271.04296,1.52183123146043e-05,5
"20260216_043",2026-02-16,"CDLP","TS2",1,"CDLP_TS2_1",2.5,"P",782.43264,0.00012405625915512,5
"20260216_044",2026-02-16,"LT","TS2",2,"LT_TS2_2",2.5,"L",3827.89176,5.5467957017244e-05,5
"20260216_044",2026-02-16,"LT","TS2",2,"LT_TS2_2",2.5,"T",1016.58832,1.67345858611692e-05,5
"20260216_045",2026-02-16,"CLT","TS2",2,"CLT_TS2_2",2.5,"C",301.4088,2.14038277955725e-05,5
"20260216_045",2026-02-16,"CLT","TS2",2,"CLT_TS2_2",2.5,"L",1880.42184,2.97949280601995e-05,5
"20260216_045",2026-02-16,"CLT","TS2",2,"CLT_TS2_2",2.5,"T",787.76368,9.77092956266129e-06,5
"20260216_046",2026-02-16,"DPT","TS2",1,"DPT_TS2_1",2.5,"D",1112.75208,1.73977989268569e-05,5
"20260216_046",2026-02-16,"DPT","TS2",1,"DPT_TS2_1",2.5,"P",847.63536,0.0001258953581397,5
"20260216_046",2026-02-16,"DPT","TS2",1,"DPT_TS2_1",2.5,"T",1107.42104,1.48149861767434e-05,5
"20260216_047",2026-02-16,"DLP","TS2",2,"DLP_TS2_2",2.5,"D",2278.40448,3.10325232853687e-05,5
"20260216_047",2026-02-16,"DLP","TS2",2,"DLP_TS2_2",2.5,"L",886.38792,8.3093039267134e-06,5
"20260216_047",2026-02-16,"DLP","TS2",2,"DLP_TS2_2",2.5,"P",423.20256,5.68250668243463e-05,5
"20260216_048",2026-02-16,"DPT","TS2",2,"DPT_TS2_2",2.5,"D",1568.556,2.72387214356199e-05,5
"20260216_048",2026-02-16,"DPT","TS2",2,"DPT_TS2_2",2.5,"P",599.12688,8.31401507290515e-05,5
"20260216_048",2026-02-16,"DPT","TS2",2,"DPT_TS2_2",2.5,"T",1051.03504,1.27624715748902e-05,5
"20260216_049",2026-02-16,"CP","TS2",3,"CP_TS2_3",2.5,"C",429.96888,2.94019448143558e-05,5
"20260216_049",2026-02-16,"CP","TS2",3,"CP_TS2_3",2.5,"P",502.348,8.04628076503271e-05,5
"20260216_050",2026-02-16,"CP","TS2",2,"CP_TS2_2",2.5,"C",387.11552,2.42986918370561e-05,5
"20260216_050",2026-02-16,"CP","TS2",2,"CP_TS2_2",2.5,"P",498.45224,8.89329585888753e-05,5
"20260216_051",2026-02-16,"CDLT","TS2",1,"CDLT_TS2_1",2.5,"C",161.16144,1.53784038774463e-05,5
"20260216_051",2026-02-16,"CDLT","TS2",1,"CDLT_TS2_1",2.5,"D",1861.96824,3.19488892254612e-05,5
"20260216_051",2026-02-16,"CDLT","TS2",1,"CDLT_TS2_1",2.5,"L",747.3708,8.16211241072682e-06,5
"20260216_051",2026-02-16,"CDLT","TS2",1,"CDLT_TS2_1",2.5,"T",461.95512,6.32669127824285e-06,5
"20260216_052",2026-02-16,"CDLP","TS2",3,"CDLP_TS2_3",2.5,"C",0,0,5
"20260216_052",2026-02-16,"CDLP","TS2",3,"CDLP_TS2_3",2.5,"D",1316.56184,2.11994810836264e-05,5
"20260216_052",2026-02-16,"CDLP","TS2",3,"CDLP_TS2_3",2.5,"L",1278.62944,1.40337631102335e-05,5
"20260216_052",2026-02-16,"CDLP","TS2",3,"CDLP_TS2_3",2.5,"P",323.14304,6.35101006207159e-05,5
"20260216_053",2026-02-16,"DLP","TS2",1,"DLP_TS2_1",2.5,"D",1521.3968,2.3909713416274e-05,5
"20260216_053",2026-02-16,"DLP","TS2",1,"DLP_TS2_1",2.5,"L",578.82792,6.55270484301912e-06,5
"20260216_053",2026-02-16,"DLP","TS2",1,"DLP_TS2_1",2.5,"P",580.05816,7.74661688155262e-05,5
"20260216_054",2026-02-16,"LT","TS2",1,"LT_TS2_1",2.5,"L",2413.3208,2.77383667803731e-05,5
"20260216_054",2026-02-16,"LT","TS2",1,"LT_TS2_1",2.5,"T",1857.45736,1.92283868859578e-05,5
"20260216_055",2026-02-16,"CDLP","TS3",3,"CDLP_TS3_3",2.5,"C",47.56928,7.34970343540808e-06,5
"20260216_055",2026-02-16,"CDLP","TS3",3,"CDLP_TS3_3",2.5,"D",1999.34504,3.04348710429129e-05,5
"20260216_055",2026-02-16,"CDLP","TS3",3,"CDLP_TS3_3",2.5,"L",859.52768,9.38854178760615e-06,5
"20260216_055",2026-02-16,"CDLP","TS3",3,"CDLP_TS3_3",2.5,"P",647.72136,0.00011968141141261,5
"20260216_056",2026-02-16,"CDPT","TS3",2,"CDPT_TS3_2",2.5,"C",71.55896,7.997872330705e-06,5
"20260216_056",2026-02-16,"CDPT","TS3",2,"CDPT_TS3_2",2.5,"D",892.53912,1.65876184040484e-05,5
"20260216_056",2026-02-16,"CDPT","TS3",2,"CDPT_TS3_2",2.5,"P",897.87016,0.00015122672612692,5
"20260216_056",2026-02-16,"CDPT","TS3",2,"CDPT_TS3_2",2.5,"T",620.04096,9.10062134319097e-06,5
