"","sample_ID","day","predict_spec","temperature","nutrients","composition","biomass","richness","tot_biomass","biom_contribution"
"1","CDLS_Tmp_18_21_Nut0.01_1",30,"D","18-21 °C","0.01 g/L","CDLS",0,4,0,NA
"2","CDLS_Tmp_18_21_Nut0.01_2",30,"D","18-21 °C","0.01 g/L","CDLS",0.000321646263079518,4,0.000321646263079518,1
"3","CDLS_Tmp_18_21_Nut0.01_3",30,"D","18-21 °C","0.01 g/L","CDLS",0,4,0,NA
"4","CDPS_Tmp_18_21_Nut0.01_1",30,"D","18-21 °C","0.01 g/L","CDPS",0,4,0,NA
"5","CDPS_Tmp_18_21_Nut0.01_2",30,"D","18-21 °C","0.01 g/L","CDPS",0,4,0.00231363714450168,0
"6","CDPS_Tmp_18_21_Nut0.01_3",30,"D","18-21 °C","0.01 g/L","CDPS",0,4,0,NA
"7","DPS_Tmp_18_21_Nut0.01_1",30,"D","18-21 °C","0.01 g/L","DPS",0,3,0,NA
"8","DPS_Tmp_18_21_Nut0.01_2",30,"D","18-21 °C","0.01 g/L","DPS",0,3,0,NA
"9","DPS_Tmp_18_21_Nut0.01_3",30,"D","18-21 °C","0.01 g/L","DPS",0,3,0,NA
"10","DP_Tmp_18_21_Nut0.01_1",30,"D","18-21 °C","0.01 g/L","DP",0,2,0,NA
"11","DP_Tmp_18_21_Nut0.01_3",30,"D","18-21 °C","0.01 g/L","DP",0,2,0,NA
"12","DS_Tmp_18_21_Nut0.01_1",30,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"13","DS_Tmp_18_21_Nut0.01_2",30,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"14","DS_Tmp_18_21_Nut0.01_3",30,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"15","CDLP_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","CDLP",0.00205557681082574,4,0.00247364993783482,0.830989372985
"16","CDLP_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","CDLP",0,4,0.00189533136639339,0
"17","CDLP_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","CDLP",0.000216010929988761,4,0.00664460960037431,0.0325091981290507
"18","CDLS_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","CDLS",0.00367006670989046,4,0.00378144690954173,0.970545613275641
"19","CDLS_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","CDLS",0.00144675030540677,4,0.00526768151031686,0.274646502939344
"20","CDLS_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","CDLS",0.00219340653835135,4,0.00231583094475789,0.947135862104421
"21","CDPS_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","CDPS",0.000493259001828401,4,0.00369138247489441,0.133624463241921
"22","CDPS_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","CDPS",0,4,0.00135059525134301,0
"23","CDPS_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","CDPS",0.000696645920559375,4,0.00197488218252086,0.352753154960431
"24","CDS_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","CDS",0.00640400033477205,3,0.00876707367060329,0.730460422186845
"25","CDS_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","CDS",0.00421037695638564,3,0.00421037695638564,1
"26","CDS_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","CDS",0.0041957917992321,3,0.0041957917992321,1
"27","CD_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","CD",0.00434888300668082,2,0.00434888300668082,1
"28","CD_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","CD",0.00079432275029408,2,0.00079432275029408,1
"29","CD_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","CD",0.00137375726279293,2,0.00137375726279293,1
"30","DLS_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","DLS",0.000303710137356249,3,0.000382898379754721,0.793187313957299
"31","DLS_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","DLS",0,3,0.00245411901316245,0
"32","DLS_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","DLS",0.000638105484011833,3,0.00459447641428143,0.138885354167529
"33","DL_Tmp_18_21_Nut0.35_1",30,"D","18-21 °C","0.35 g/L","DL",0.00106900425694635,2,0.00728833730199167,0.14667326890239
"34","DL_Tmp_18_21_Nut0.35_2",30,"D","18-21 °C","0.35 g/L","DL",0.00133123515531769,2,0.00677811082079842,0.196402093520342
"35","DL_Tmp_18_21_Nut0.35_3",30,"D","18-21 °C","0.35 g/L","DL",0.00233956945480214,2,0.00546262749089802,0.428286471794094
"36","CDLS_Tmp_18_21_Nut0.75_1",30,"D","18-21 °C","0.75 g/L","CDLS",0.00362136634408082,4,0.00371482361204662,0.974842071192095
"37","CDLS_Tmp_18_21_Nut0.75_2",30,"D","18-21 °C","0.75 g/L","CDLS",0.00717606169350568,4,0.00937540419887026,0.76541358018147
"38","CDLS_Tmp_18_21_Nut0.75_3",30,"D","18-21 °C","0.75 g/L","CDLS",0.00494477119783951,4,0.00855177240750217,0.578215948953651
"39","CDPS_Tmp_18_21_Nut0.75_1",30,"D","18-21 °C","0.75 g/L","CDPS",0.00238917347448554,4,0.00318433416789556,0.750289808956977
"40","CDPS_Tmp_18_21_Nut0.75_2",30,"D","18-21 °C","0.75 g/L","CDPS",0.00253762056769401,4,0.00290705985951973,0.872916517141565
"41","CDPS_Tmp_18_21_Nut0.75_3",30,"D","18-21 °C","0.75 g/L","CDPS",0.00165986267708108,4,0.00412098648012374,0.402782849467451
"42","CDP_Tmp_18_21_Nut0.75_1",30,"D","18-21 °C","0.75 g/L","CDP",0.00336920529461625,3,0.0104968256728161,0.320973730500409
"43","CDP_Tmp_18_21_Nut0.75_2",30,"D","18-21 °C","0.75 g/L","CDP",0.00040693428005909,3,0.000887385822744975,0.458576494720537
"44","CDP_Tmp_18_21_Nut0.75_3",30,"D","18-21 °C","0.75 g/L","CDP",0.00861118727164101,3,0.011695863832187,0.736259193437516
"45","DLS_Tmp_18_21_Nut0.75_1",30,"D","18-21 °C","0.75 g/L","DLS",0.000815967746855227,3,0.0129365139645806,0.0630747780344301
"46","DLS_Tmp_18_21_Nut0.75_2",30,"D","18-21 °C","0.75 g/L","DLS",0.00200445390967361,3,0.0154865240766989,0.129432137240501
"47","DLS_Tmp_18_21_Nut0.75_3",30,"D","18-21 °C","0.75 g/L","DLS",0.00275811630701088,3,0.011137024402762,0.247652892484179
"48","DS_Tmp_18_21_Nut0.75_1",30,"D","18-21 °C","0.75 g/L","DS",0.00443173940754976,2,0.0108298782402507,0.409214148971556
"49","DS_Tmp_18_21_Nut0.75_2",30,"D","18-21 °C","0.75 g/L","DS",0.00679946355966667,2,0.00973915276558106,0.698157603985483
"50","DS_Tmp_18_21_Nut0.75_3",30,"D","18-21 °C","0.75 g/L","DS",0.00370864278006234,2,0.00888724577306777,0.417299450781607
"51","CDLS_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"52","CDLS_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"53","CDLS_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"54","CDL_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"55","CDL_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"56","CDL_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"57","CDPS_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","CDPS",0,4,0,NA
"58","CDPS_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","CDPS",0,4,0,NA
"59","CDPS_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","CDPS",0,4,0.000228411412317192,0
"60","CDP_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","CDP",0,3,0,NA
"61","CDP_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","CDP",0,3,0,NA
"62","CDP_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","CDP",0,3,0,NA
"63","DLS_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","DLS",0,3,0,NA
"64","DLS_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","DLS",0,3,0,NA
"65","DLS_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","DLS",0,3,0,NA
"66","DS_Tmp_22_25_Nut0.01_1",30,"D","22-25 °C","0.01 g/L","DS",0,2,0,NA
"67","DS_Tmp_22_25_Nut0.01_2",30,"D","22-25 °C","0.01 g/L","DS",0,2,0,NA
"68","DS_Tmp_22_25_Nut0.01_3",30,"D","22-25 °C","0.01 g/L","DS",0,2,0,NA
"69","CDL_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","CDL",0,3,0,NA
"70","CDL_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","CDL",0,3,0,NA
"71","CDL_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","CDL",0.000462740419575648,3,0.000462740419575648,1
"72","CDPS_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","CDPS",0,4,0,NA
"73","CDPS_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","CDPS",0,4,0.00179190140734982,0
"74","CDPS_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","CDPS",0,4,0.0088952747922968,0
"75","CDS_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","CDS",0,3,0,NA
"76","CDS_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","CDS",0,3,0,NA
"77","CDS_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","CDS",0,3,0,NA
"78","CD_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","CD",0,2,0,NA
"79","CD_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","CD",0,2,0,NA
"80","CD_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","CD",0,2,0,NA
"81","DLPS_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","DLPS",0,4,0.00526852511999368,0
"82","DLPS_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","DLPS",0,4,0.00647233066854197,0
"83","DLPS_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","DLPS",0,4,0.000568060730800761,0
"84","DLS_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","DLS",0,3,0.0046381897475498,0
"85","DLS_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","DLS",0,3,0.000650366130671322,0
"86","DLS_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","DLS",0,3,0.000108028240441185,0
"87","DL_Tmp_22_25_Nut0.35_1",30,"D","22-25 °C","0.35 g/L","DL",0.000488071103116398,2,0.00314687322605652,0.155097160913603
"88","DL_Tmp_22_25_Nut0.35_2",30,"D","22-25 °C","0.35 g/L","DL",0.00054333822543946,2,0.00585159728438764,0.0928529765520799
"89","DL_Tmp_22_25_Nut0.35_3",30,"D","22-25 °C","0.35 g/L","DL",0.00136219881321146,2,0.0030581714781549,0.445429179802998
"90","CDLS_Tmp_22_25_Nut0.75_1",30,"D","22-25 °C","0.75 g/L","CDLS",0,4,0,NA
"91","CDLS_Tmp_22_25_Nut0.75_2",30,"D","22-25 °C","0.75 g/L","CDLS",0,4,0,NA
"92","CDLS_Tmp_22_25_Nut0.75_3",30,"D","22-25 °C","0.75 g/L","CDLS",0,4,0,NA
"93","CDS_Tmp_22_25_Nut0.75_1",30,"D","22-25 °C","0.75 g/L","CDS",0,3,0,NA
"94","CDS_Tmp_22_25_Nut0.75_2",30,"D","22-25 °C","0.75 g/L","CDS",0,3,0,NA
"95","CDS_Tmp_22_25_Nut0.75_3",30,"D","22-25 °C","0.75 g/L","CDS",0,3,0,NA
"96","DLPS_Tmp_22_25_Nut0.75_1",30,"D","22-25 °C","0.75 g/L","DLPS",0,4,0,NA
"97","DLPS_Tmp_22_25_Nut0.75_2",30,"D","22-25 °C","0.75 g/L","DLPS",0.000711155230610202,4,0.00449963662917494,0.158047257860598
"98","DLPS_Tmp_22_25_Nut0.75_3",30,"D","22-25 °C","0.75 g/L","DLPS",0,4,0,NA
"99","CDLS_Tmp_25_28_Nut0.01_1",30,"D","25-28 °C","0.01 g/L","CDLS",0,4,0,NA
"100","CDLS_Tmp_25_28_Nut0.01_2",30,"D","25-28 °C","0.01 g/L","CDLS",0,4,0,NA
"101","CDLS_Tmp_25_28_Nut0.01_3",30,"D","25-28 °C","0.01 g/L","CDLS",0,4,0,NA
"102","CDPS_Tmp_25_28_Nut0.01_1",30,"D","25-28 °C","0.01 g/L","CDPS",0,4,9.19517760785737e-05,0
"103","CDPS_Tmp_25_28_Nut0.01_2",30,"D","25-28 °C","0.01 g/L","CDPS",0,4,0,NA
"104","CDPS_Tmp_25_28_Nut0.01_3",30,"D","25-28 °C","0.01 g/L","CDPS",0,4,0,NA
"105","CD_Tmp_25_28_Nut0.01_1",30,"D","25-28 °C","0.01 g/L","CD",0,2,0,NA
"106","CD_Tmp_25_28_Nut0.01_2",30,"D","25-28 °C","0.01 g/L","CD",0,2,0,NA
"107","CD_Tmp_25_28_Nut0.01_3",30,"D","25-28 °C","0.01 g/L","CD",0,2,0,NA
"108","DPS_Tmp_25_28_Nut0.01_1",30,"D","25-28 °C","0.01 g/L","DPS",0,3,0,NA
"109","DPS_Tmp_25_28_Nut0.01_2",30,"D","25-28 °C","0.01 g/L","DPS",0.000245656808173154,3,0.000245656808173154,1
"110","DPS_Tmp_25_28_Nut0.01_3",30,"D","25-28 °C","0.01 g/L","DPS",0,3,0,NA
"111","DS_Tmp_25_28_Nut0.01_1",30,"D","25-28 °C","0.01 g/L","DS",0,2,0,NA
"112","DS_Tmp_25_28_Nut0.01_2",30,"D","25-28 °C","0.01 g/L","DS",0,2,0,NA
"113","DS_Tmp_25_28_Nut0.01_3",30,"D","25-28 °C","0.01 g/L","DS",0,2,0,NA
"114","CDLS_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","CDLS",0,4,0,NA
"115","CDLS_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","CDLS",0,4,0,NA
"116","CDLS_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","CDLS",0,4,0,NA
"117","CDPS_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","CDPS",0,4,0,NA
"118","CDPS_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","CDPS",0,4,0,NA
"119","CDPS_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","CDPS",0,4,0.000901613821425488,0
"120","CDS_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","CDS",0,3,0,NA
"121","CDS_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","CDS",0,3,0,NA
"122","CDS_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","CDS",0,3,0,NA
"123","CD_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","CD",0,2,0,NA
"124","CD_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","CD",0,2,0,NA
"125","CD_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","CD",0,2,0,NA
"126","DLPS_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","DLPS",0,4,0.000478499531224748,0
"127","DLPS_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","DLPS",0,4,0.00137698087803212,0
"128","DLPS_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","DLPS",0,4,0.00292912994644032,0
"129","DLS_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","DLS",0,3,0,NA
"130","DLS_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","DLS",0,3,0,NA
"131","DLS_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","DLS",0,3,0,NA
"132","DL_Tmp_25_28_Nut0.35_1",30,"D","25-28 °C","0.35 g/L","DL",0.00559767155257155,2,0.00638134008550181,0.877193736357865
"133","DL_Tmp_25_28_Nut0.35_2",30,"D","25-28 °C","0.35 g/L","DL",0.00328606351516302,2,0.00404024082025861,0.813333576227936
"134","DL_Tmp_25_28_Nut0.35_3",30,"D","25-28 °C","0.35 g/L","DL",0.000837088743630803,2,0.00248865056994073,0.336362506549378
"135","CDLP_Tmp_25_28_Nut0.75_1",30,"D","25-28 °C","0.75 g/L","CDLP",0,4,0.00398149723809117,0
"136","CDLP_Tmp_25_28_Nut0.75_2",30,"D","25-28 °C","0.75 g/L","CDLP",0,4,0.00342154489736084,0
"137","CDLP_Tmp_25_28_Nut0.75_3",30,"D","25-28 °C","0.75 g/L","CDLP",0,4,0.00344786383597369,0
"138","CDPS_Tmp_25_28_Nut0.75_1",30,"D","25-28 °C","0.75 g/L","CDPS",0,4,0.00235265670162954,0
"139","CDPS_Tmp_25_28_Nut0.75_2",30,"D","25-28 °C","0.75 g/L","CDPS",0,4,0.00551110674321582,0
"140","CDPS_Tmp_25_28_Nut0.75_3",30,"D","25-28 °C","0.75 g/L","CDPS",0,4,0.00104061070305627,0
"141","CDS_Tmp_25_28_Nut0.75_1",30,"D","25-28 °C","0.75 g/L","CDS",0,3,0,NA
"142","CDS_Tmp_25_28_Nut0.75_2",30,"D","25-28 °C","0.75 g/L","CDS",0,3,0,NA
"143","CDS_Tmp_25_28_Nut0.75_3",30,"D","25-28 °C","0.75 g/L","CDS",0,3,0,NA
"144","DLPS_Tmp_25_28_Nut0.75_1",30,"D","25-28 °C","0.75 g/L","DLPS",0,4,0.00273205227157645,0
"145","DLPS_Tmp_25_28_Nut0.75_2",30,"D","25-28 °C","0.75 g/L","DLPS",0,4,0.00366108760720452,0
"146","DLPS_Tmp_25_28_Nut0.75_3",30,"D","25-28 °C","0.75 g/L","DLPS",0,4,0.0010514804130364,0
"147","DP_Tmp_18_21_Nut0.01_2",30,"D","18-21 °C","0.01 g/L","DP",0,2,0.00168334570939102,0
"148","CDLS_Tmp_18_21_Nut0.01_1",32,"D","18-21 °C","0.01 g/L","CDLS",0,4,0,NA
"149","CDLS_Tmp_18_21_Nut0.01_2",32,"D","18-21 °C","0.01 g/L","CDLS",0,4,0,NA
"150","CDLS_Tmp_18_21_Nut0.01_3",32,"D","18-21 °C","0.01 g/L","CDLS",0,4,0,NA
"151","CDPS_Tmp_18_21_Nut0.01_1",32,"D","18-21 °C","0.01 g/L","CDPS",0.000331911994819428,4,0.00180092573086897,0.184300767727538
"152","CDPS_Tmp_18_21_Nut0.01_2",32,"D","18-21 °C","0.01 g/L","CDPS",0,4,0,NA
"153","CDPS_Tmp_18_21_Nut0.01_3",32,"D","18-21 °C","0.01 g/L","CDPS",0,4,0,NA
"154","DPS_Tmp_18_21_Nut0.01_1",32,"D","18-21 °C","0.01 g/L","DPS",0,3,0.00224653970057095,0
"155","DPS_Tmp_18_21_Nut0.01_2",32,"D","18-21 °C","0.01 g/L","DPS",0,3,0,NA
"156","DPS_Tmp_18_21_Nut0.01_3",32,"D","18-21 °C","0.01 g/L","DPS",0,3,0.00233865260179499,0
"157","DP_Tmp_18_21_Nut0.01_1",32,"D","18-21 °C","0.01 g/L","DP",0,2,0,NA
"158","DP_Tmp_18_21_Nut0.01_3",32,"D","18-21 °C","0.01 g/L","DP",0,2,0,NA
"159","DS_Tmp_18_21_Nut0.01_1",32,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"160","DS_Tmp_18_21_Nut0.01_2",32,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"161","DS_Tmp_18_21_Nut0.01_3",32,"D","18-21 °C","0.01 g/L","DS",0,2,0,NA
"162","CDLP_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","CDLP",0.000573864622784721,4,0.00137140299260342,0.418450758733811
"163","CDLP_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","CDLP",0.000904417777575303,4,0.000904417777575303,1
"164","CDLP_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","CDLP",0.0016280145317183,4,0.00446460562472059,0.36464912437147
"165","CDLS_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","CDLS",0.00107365559222095,4,0.00116390633617102,0.922458757079219
"166","CDLS_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","CDLS",0.00295753072907692,4,0.00303793078955593,0.973534597708608
"167","CDLS_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","CDLS",0.00274604285852375,4,0.00274604285852375,1
"168","CDPS_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","CDPS",0.000698052759709947,4,0.00169781480101842,0.411147764344631
"169","CDPS_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","CDPS",0.000840223926975525,4,0.000840223926975525,1
"170","CDPS_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","CDPS",0.00300283916638319,4,0.00397134267460501,0.756126935503456
"171","CDS_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","CDS",0.00398298638982801,3,0.00398298638982801,1
"172","CDS_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","CDS",0.00191258521506821,3,0.00191258521506821,1
"173","CDS_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","CDS",0.00484811053850495,3,0.00484811053850495,1
"174","CD_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","CD",0.00212513496422663,2,0.00212513496422663,1
"175","CD_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","CD",0.0024214665777351,2,0.0024214665777351,1
"176","CD_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","CD",0.0022819567801471,2,0.0022819567801471,1
"177","DLS_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","DLS",0.000169216694446497,3,0.0105984883620381,0.0159661159842947
"178","DLS_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","DLS",0.000153433926949429,3,0.000445329704189425,0.344540068865841
"179","DLS_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","DLS",0.000106899428836514,3,0.000216720734312639,0.493258889951443
"180","DL_Tmp_18_21_Nut0.35_1",32,"D","18-21 °C","0.35 g/L","DL",0.00206911592650437,2,0.00452470319387318,0.457293183187379
"181","DL_Tmp_18_21_Nut0.35_2",32,"D","18-21 °C","0.35 g/L","DL",0.000916453744692874,2,0.00576837679304807,0.158875499568157
"182","DL_Tmp_18_21_Nut0.35_3",32,"D","18-21 °C","0.35 g/L","DL",0.00315165083738816,2,0.00757169400824195,0.416241178520622
"183","CDLS_Tmp_18_21_Nut0.75_1",32,"D","18-21 °C","0.75 g/L","CDLS",0.00376497413460879,4,0.00376497413460879,1
"184","CDLS_Tmp_18_21_Nut0.75_2",32,"D","18-21 °C","0.75 g/L","CDLS",0.00674520339728546,4,0.00683806991366474,0.986419191738052
"185","CDLS_Tmp_18_21_Nut0.75_3",32,"D","18-21 °C","0.75 g/L","CDLS",0.00581058447331819,4,0.00592249041225454,0.981104918514548
"186","CDPS_Tmp_18_21_Nut0.75_1",32,"D","18-21 °C","0.75 g/L","CDPS",0.00260048169870097,4,0.00689789494847163,0.376996419650775
"187","CDPS_Tmp_18_21_Nut0.75_2",32,"D","18-21 °C","0.75 g/L","CDPS",0.00246352807458954,4,0.0210828983329654,0.116849592294317
"188","CDPS_Tmp_18_21_Nut0.75_3",32,"D","18-21 °C","0.75 g/L","CDPS",0.00161966330999236,4,0.00747564285143314,0.216658733192672
"189","CDP_Tmp_18_21_Nut0.75_1",32,"D","18-21 °C","0.75 g/L","CDP",0.000937529101735493,3,0.000937529101735493,1
"190","CDP_Tmp_18_21_Nut0.75_2",32,"D","18-21 °C","0.75 g/L","CDP",0.0010229814060474,3,0.0010229814060474,1
"191","CDP_Tmp_18_21_Nut0.75_3",32,"D","18-21 °C","0.75 g/L","CDP",0.0028776388479682,3,0.00860404148362877,0.334451996011826
"192","DLS_Tmp_18_21_Nut0.75_1",32,"D","18-21 °C","0.75 g/L","DLS",0.00124632378991701,3,0.0020873529283147,0.59708340310389
"193","DLS_Tmp_18_21_Nut0.75_2",32,"D","18-21 °C","0.75 g/L","DLS",0.00110994265511575,3,0.015814585823738,0.0701847438489162
"194","DLS_Tmp_18_21_Nut0.75_3",32,"D","18-21 °C","0.75 g/L","DLS",0.000939734010419889,3,0.0049936148612702,0.188187122260537
"195","DS_Tmp_18_21_Nut0.75_1",32,"D","18-21 °C","0.75 g/L","DS",0.00334026946958861,2,0.00334026946958861,1
"196","DS_Tmp_18_21_Nut0.75_2",32,"D","18-21 °C","0.75 g/L","DS",0.00395146722382091,2,0.00395146722382091,1
"197","DS_Tmp_18_21_Nut0.75_3",32,"D","18-21 °C","0.75 g/L","DS",0.00375443793740124,2,0.00375443793740124,1
"198","CDLS_Tmp_22_25_Nut0.01_1",32,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"199","CDLS_Tmp_22_25_Nut0.01_2",32,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"200","CDLS_Tmp_22_25_Nut0.01_3",32,"D","22-25 °C","0.01 g/L","CDLS",0,4,0,NA
"201","CDL_Tmp_22_25_Nut0.01_1",32,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"202","CDL_Tmp_22_25_Nut0.01_2",32,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"203","CDL_Tmp_22_25_Nut0.01_3",32,"D","22-25 °C","0.01 g/L","CDL",0,3,0,NA
"204","CDPS_Tmp_22_25_Nut0.01_1",32,"D","22-25 °C","0.01 g/L","CDPS",0,4,0,NA
"205","CDPS_Tmp_22_25_Nut0.01_2",32,"D","22-25 °C","0.01 g/L","CDPS",0,4,0,NA
"206","CDPS_Tmp_22_25_Nut0.01_3",32,"D","22-25 °C","0.01 g/L","CDPS",0,4,0.00043316728908609,0
"207","CDP_Tmp_22_25_Nut0.01_1",32,"D","22-25 °C","0.01 g/L","CDP",0,3,0,NA
"208","CDP_Tmp_22_25_Nut0.01_2",32,"D","22-25 °C","0.01 g/L","CDP",0,3,0,NA
"209","CDP_Tmp_22_25_Nut0.01_3",32,"D","22-25 °C","0.01 g/L","CDP",0,3,0.0002264121942048,0
"210","DLS_Tmp_22_25_Nut0.01_1",32,"D","22-25 °C","0.01 g/L","DLS",0,3,0,NA
"211","DLS_Tmp_22_25_Nut0.01_2",32,"D","22-25 °C","0.01 g/L","DLS",0,3,0,NA
